Ref_Date,GEO,TRAFFIC,Vector,Coordinate,Value
2012,"Toronto/Downsview, Ontario",Transborder sector,v65781339,5619.6,0.0
2013,"Toronto/Downsview, Ontario",Transborder sector,v65781339,5619.6,x
2014,"Toronto/Downsview, Ontario",Transborder sector,v65781339,5619.6,..
2015,"Toronto/Downsview, Ontario",Transborder sector,v65781339,5619.6,..
2010,"Toronto/Downsview, Ontario",Other International sector,v65781340,5619.7,0.0
2011,"Toronto/Downsview, Ontario",Other International sector,v65781340,5619.7,0.0
2012,"Toronto/Downsview, Ontario",Other International sector,v65781340,5619.7,0.0
2013,"Toronto/Downsview, Ontario",Other International sector,v65781340,5619.7,0.0
2014,"Toronto/Downsview, Ontario",Other International sector,v65781340,5619.7,..
2015,"Toronto/Downsview, Ontario",Other International sector,v65781340,5619.7,..
2010,"Toronto/Downsview, Ontario",Passenger flights,v65781341,5619.8,x
2011,"Toronto/Downsview, Ontario",Passenger flights,v65781341,5619.8,x
2012,"Toronto/Downsview, Ontario",Passenger flights,v65781341,5619.8,x
2013,"Toronto/Downsview, Ontario",Passenger flights,v65781341,5619.8,x
2014,"Toronto/Downsview, Ontario",Passenger flights,v65781341,5619.8,..
2015,"Toronto/Downsview, Ontario",Passenger flights,v65781341,5619.8,..
2010,"Toronto/Lester B Pearson International, Ontario","Total, passengers enplaned and deplaned",v65779614,161.1,30856749.0
2011,"Toronto/Lester B Pearson International, Ontario","Total, passengers enplaned and deplaned",v65779614,161.1,32396667.0
2012,"Toronto/Lester B Pearson International, Ontario","Total, passengers enplaned and deplaned",v65779614,161.1,34085509.0
2013,"Toronto/Lester B Pearson International, Ontario","Total, passengers enplaned and deplaned",v65779614,161.1,35261531.0
2014,"Toronto/Lester B Pearson International, Ontario","Total, passengers enplaned and deplaned",v65779614,161.1,37457812.0
2015,"Toronto/Lester B Pearson International, Ontario","Total, passengers enplaned and deplaned",v65779614,161.1,39638841.0
2010,"Toronto/Lester B Pearson International, Ontario",Passengers enplaned,v65779615,161.2,15406165.0
2011,"Toronto/Lester B Pearson International, Ontario",Passengers enplaned,v65779615,161.2,16154307.0
2012,"Toronto/Lester B Pearson International, Ontario",Passengers enplaned,v65779615,161.2,16968335.0
2013,"Toronto/Lester B Pearson International, Ontario",Passengers enplaned,v65779615,161.2,17587042.0
2014,"Toronto/Lester B Pearson International, Ontario",Passengers enplaned,v65779615,161.2,18683049.0
2015,"Toronto/Lester B Pearson International, Ontario",Passengers enplaned,v65779615,161.2,19775712.0
2010,"Toronto/Lester B Pearson International, Ontario",Passengers deplaned,v65779616,161.3,15450584.0
2011,"Toronto/Lester B Pearson International, Ontario",Passengers deplaned,v65779616,161.3,16242360.0
2012,"Toronto/Lester B Pearson International, Ontario",Passengers deplaned,v65779616,161.3,17117174.0
2013,"Toronto/Lester B Pearson International, Ontario",Passengers deplaned,v65779616,161.3,17674489.0
2014,"Toronto/Lester B Pearson International, Ontario",Passengers deplaned,v65779616,161.3,18774763.0
2015,"Toronto/Lester B Pearson International, Ontario",Passengers deplaned,v65779616,161.3,19863129.0
2010,"Toronto/Lester B Pearson International, Ontario","Total, passenger sector",v65779617,161.4,30856749.0
2011,"Toronto/Lester B Pearson International, Ontario","Total, passenger sector",v65779617,161.4,32396667.0
2012,"Toronto/Lester B Pearson International, Ontario","Total, passenger sector",v65779617,161.4,34085509.0
2013,"Toronto/Lester B Pearson International, Ontario","Total, passenger sector",v65779617,161.4,35261531.0
2014,"Toronto/Lester B Pearson International, Ontario","Total, passenger sector",v65779617,161.4,37457812.0
2015,"Toronto/Lester B Pearson International, Ontario","Total, passenger sector",v65779617,161.4,39638841.0
2010,"Toronto/Lester B Pearson International, Ontario",Domestic sector,v65779618,161.5,12657303.0
2011,"Toronto/Lester B Pearson International, Ontario",Domestic sector,v65779618,161.5,13016006.0
2012,"Toronto/Lester B Pearson International, Ontario",Domestic sector,v65779618,161.5,13674681.0
2013,"Toronto/Lester B Pearson International, Ontario",Domestic sector,v65779618,161.5,14400866.0
2014,"Toronto/Lester B Pearson International, Ontario",Domestic sector,v65779618,161.5,15021121.0
2015,"Toronto/Lester B Pearson International, Ontario",Domestic sector,v65779618,161.5,15661502.0
2010,"Toronto/Lester B Pearson International, Ontario",Transborder sector,v65779619,161.6,8472364.0
2011,"Toronto/Lester B Pearson International, Ontario",Transborder sector,v65779619,161.6,8744898.0
2012,"Toronto/Lester B Pearson International, Ontario",Transborder sector,v65779619,161.6,9285040.0
2013,"Toronto/Lester B Pearson International, Ontario",Transborder sector,v65779619,161.6,9579873.0
2014,"Toronto/Lester B Pearson International, Ontario",Transborder sector,v65779619,161.6,10165869.0
2015,"Toronto/Lester B Pearson International, Ontario",Transborder sector,v65779619,161.6,10752741.0
2010,"Toronto/Lester B Pearson International, Ontario",Other International sector,v65779620,161.7,9727082.0
2011,"Toronto/Lester B Pearson International, Ontario",Other International sector,v65779620,161.7,10635763.0
2012,"Toronto/Lester B Pearson International, Ontario",Other International sector,v65779620,161.7,11125788.0
2013,"Toronto/Lester B Pearson International, Ontario",Other International sector,v65779620,161.7,11280792.0
2014,"Toronto/Lester B Pearson International, Ontario",Other International sector,v65779620,161.7,12270822.0
2015,"Toronto/Lester B Pearson International, Ontario",Other International sector,v65779620,161.7,13224598.0
2010,"Toronto/Lester B Pearson International, Ontario",Passenger flights,v65779621,161.8,377855.0
2011,"Toronto/Lester B Pearson International, Ontario",Passenger flights,v65779621,161.8,382695.0
2012,"Toronto/Lester B Pearson International, Ontario",Passenger flights,v65779621,161.8,392039.0
2013,"Toronto/Lester B Pearson International, Ontario",Passenger flights,v65779621,161.8,390937.0
2014,"Toronto/Lester B Pearson International, Ontario",Passenger flights,v65779621,161.8,392267.0
2015,"Toronto/Lester B Pearson International, Ontario",Passenger flights,v65779621,161.8,399783.0
2010,"Trenton, Ontario","Total, passengers enplaned and deplaned",v65780150,4661.1,x
2011,"Trenton, Ontario","Total, passengers enplaned and deplaned",v65780150,4661.1,x
2012,"Trenton, Ontario","Total, passengers enplaned and deplaned",v65780150,4661.1,x
2013,"Trenton, Ontario","Total, passengers enplaned and deplaned",v65780150,4661.1,x
2014,"Trenton, Ontario","Total, passengers enplaned and deplaned",v65780150,4661.1,x
2015,"Trenton, Ontario","Total, passengers enplaned and deplaned",v65780150,4661.1,x
2010,"Trenton, Ontario",Passengers enplaned,v65780151,4661.2,x
2011,"Trenton, Ontario",Passengers enplaned,v65780151,4661.2,x
2012,"Trenton, Ontario",Passengers enplaned,v65780151,4661.2,x
2013,"Trenton, Ontario",Passengers enplaned,v65780151,4661.2,x
2014,"Trenton, Ontario",Passengers enplaned,v65780151,4661.2,x
2015,"Trenton, Ontario",Passengers enplaned,v65780151,4661.2,x
2010,"Trenton, Ontario",Passengers deplaned,v65780152,4661.3,0.0
2011,"Trenton, Ontario",Passengers deplaned,v65780152,4661.3,x
2012,"Trenton, Ontario",Passengers deplaned,v65780152,4661.3,x
2013,"Trenton, Ontario",Passengers deplaned,v65780152,4661.3,x
2014,"Trenton, Ontario",Passengers deplaned,v65780152,4661.3,x
2015,"Trenton, Ontario",Passengers deplaned,v65780152,4661.3,x
2010,"Trenton, Ontario","Total, passenger sector",v65780153,4661.4,x
2011,"Trenton, Ontario","Total, passenger sector",v65780153,4661.4,x
2012,"Trenton, Ontario","Total, passenger sector",v65780153,4661.4,x
2013,"Trenton, Ontario","Total, passenger sector",v65780153,4661.4,x
2014,"Trenton, Ontario","Total, passenger sector",v65780153,4661.4,x
2015,"Trenton, Ontario","Total, passenger sector",v65780153,4661.4,x
2010,"Trenton, Ontario",Domestic sector,v65780154,4661.5,x
2011,"Trenton, Ontario",Domestic sector,v65780154,4661.5,x
2012,"Trenton, Ontario",Domestic sector,v65780154,4661.5,x
2013,"Trenton, Ontario",Domestic sector,v65780154,4661.5,x
2014,"Trenton, Ontario",Domestic sector,v65780154,4661.5,x
2015,"Trenton, Ontario",Domestic sector,v65780154,4661.5,x
2010,"Trenton, Ontario",Transborder sector,v65780155,4661.6,0.0
2011,"Trenton, Ontario",Transborder sector,v65780155,4661.6,x
2012,"Trenton, Ontario",Transborder sector,v65780155,4661.6,x
2013,"Trenton, Ontario",Transborder sector,v65780155,4661.6,x
2014,"Trenton, Ontario",Transborder sector,v65780155,4661.6,0.0
2015,"Trenton, Ontario",Transborder sector,v65780155,4661.6,0.0
2010,"Trenton, Ontario",Other International sector,v65780156,4661.7,0.0
2011,"Trenton, Ontario",Other International sector,v65780156,4661.7,0.0
2012,"Trenton, Ontario",Other International sector,v65780156,4661.7,0.0
2013,"Trenton, Ontario",Other International sector,v65780156,4661.7,0.0
2014,"Trenton, Ontario",Other International sector,v65780156,4661.7,0.0
2015,"Trenton, Ontario",Other International sector,v65780156,4661.7,x
2010,"Trenton, Ontario",Passenger flights,v65780157,4661.8,x
2011,"Trenton, Ontario",Passenger flights,v65780157,4661.8,x
2012,"Trenton, Ontario",Passenger flights,v65780157,4661.8,x
2013,"Trenton, Ontario",Passenger flights,v65780157,4661.8,x
2014,"Trenton, Ontario",Passenger flights,v65780157,4661.8,x
2015,"Trenton, Ontario",Passenger flights,v65780157,4661.8,x
2010,"Wapekeka/Angling Lake, Ontario","Total, passengers enplaned and deplaned",v65781414,6077.1,x
2011,"Wapekeka/Angling Lake, Ontario","Total, passengers enplaned and deplaned",v65781414,6077.1,x
2012,"Wapekeka/Angling Lake, Ontario","Total, passengers enplaned and deplaned",v65781414,6077.1,x
2013,"Wapekeka/Angling Lake, Ontario","Total, passengers enplaned and deplaned",v65781414,6077.1,x
2014,"Wapekeka/Angling Lake, Ontario","Total, passengers enplaned and deplaned",v65781414,6077.1,x
2015,"Wapekeka/Angling Lake, Ontario","Total, passengers enplaned and deplaned",v65781414,6077.1,x
2010,"Wapekeka/Angling Lake, Ontario",Passengers enplaned,v65781415,6077.2,x
2011,"Wapekeka/Angling Lake, Ontario",Passengers enplaned,v65781415,6077.2,x
2012,"Wapekeka/Angling Lake, Ontario",Passengers enplaned,v65781415,6077.2,x
2013,"Wapekeka/Angling Lake, Ontario",Passengers enplaned,v65781415,6077.2,x
2014,"Wapekeka/Angling Lake, Ontario",Passengers enplaned,v65781415,6077.2,x
2015,"Wapekeka/Angling Lake, Ontario",Passengers enplaned,v65781415,6077.2,x
2010,"Wapekeka/Angling Lake, Ontario",Passengers deplaned,v65781416,6077.3,x
2011,"Wapekeka/Angling Lake, Ontario",Passengers deplaned,v65781416,6077.3,x
2012,"Wapekeka/Angling Lake, Ontario",Passengers deplaned,v65781416,6077.3,x
2013,"Wapekeka/Angling Lake, Ontario",Passengers deplaned,v65781416,6077.3,x
2014,"Wapekeka/Angling Lake, Ontario",Passengers deplaned,v65781416,6077.3,x
2015,"Wapekeka/Angling Lake, Ontario",Passengers deplaned,v65781416,6077.3,x
2010,"Wapekeka/Angling Lake, Ontario","Total, passenger sector",v65781417,6077.4,x
2011,"Wapekeka/Angling Lake, Ontario","Total, passenger sector",v65781417,6077.4,x
2012,"Wapekeka/Angling Lake, Ontario","Total, passenger sector",v65781417,6077.4,x
2013,"Wapekeka/Angling Lake, Ontario","Total, passenger sector",v65781417,6077.4,x
2014,"Wapekeka/Angling Lake, Ontario","Total, passenger sector",v65781417,6077.4,x
2015,"Wapekeka/Angling Lake, Ontario","Total, passenger sector",v65781417,6077.4,x
2010,"Wapekeka/Angling Lake, Ontario",Domestic sector,v65781418,6077.5,x
2011,"Wapekeka/Angling Lake, Ontario",Domestic sector,v65781418,6077.5,x
2012,"Wapekeka/Angling Lake, Ontario",Domestic sector,v65781418,6077.5,x
2013,"Wapekeka/Angling Lake, Ontario",Domestic sector,v65781418,6077.5,x
2014,"Wapekeka/Angling Lake, Ontario",Domestic sector,v65781418,6077.5,x
2015,"Wapekeka/Angling Lake, Ontario",Domestic sector,v65781418,6077.5,x
2010,"Wapekeka/Angling Lake, Ontario",Transborder sector,v65781419,6077.6,0.0
2011,"Wapekeka/Angling Lake, Ontario",Transborder sector,v65781419,6077.6,0.0
2012,"Wapekeka/Angling Lake, Ontario",Transborder sector,v65781419,6077.6,0.0
2013,"Wapekeka/Angling Lake, Ontario",Transborder sector,v65781419,6077.6,0.0
2014,"Wapekeka/Angling Lake, Ontario",Transborder sector,v65781419,6077.6,0.0
2015,"Wapekeka/Angling Lake, Ontario",Transborder sector,v65781419,6077.6,0.0
2010,"Wapekeka/Angling Lake, Ontario",Other International sector,v65781420,6077.7,0.0
2011,"Wapekeka/Angling Lake, Ontario",Other International sector,v65781420,6077.7,0.0
2012,"Wapekeka/Angling Lake, Ontario",Other International sector,v65781420,6077.7,0.0
2013,"Wapekeka/Angling Lake, Ontario",Other International sector,v65781420,6077.7,0.0
2014,"Wapekeka/Angling Lake, Ontario",Other International sector,v65781420,6077.7,0.0
2015,"Wapekeka/Angling Lake, Ontario",Other International sector,v65781420,6077.7,0.0
2010,"Wapekeka/Angling Lake, Ontario",Passenger flights,v65781421,6077.8,x
2011,"Wapekeka/Angling Lake, Ontario",Passenger flights,v65781421,6077.8,x
2012,"Wapekeka/Angling Lake, Ontario",Passenger flights,v65781421,6077.8,x
2013,"Wapekeka/Angling Lake, Ontario",Passenger flights,v65781421,6077.8,x
2014,"Wapekeka/Angling Lake, Ontario",Passenger flights,v65781421,6077.8,x
2015,"Wapekeka/Angling Lake, Ontario",Passenger flights,v65781421,6077.8,x
2010,"Webequie, Ontario","Total, passengers enplaned and deplaned",v65780302,4864.1,x
2011,"Webequie, Ontario","Total, passengers enplaned and deplaned",v65780302,4864.1,x
2012,"Webequie, Ontario","Total, passengers enplaned and deplaned",v65780302,4864.1,x
2013,"Webequie, Ontario","Total, passengers enplaned and deplaned",v65780302,4864.1,x
2014,"Webequie, Ontario","Total, passengers enplaned and deplaned",v65780302,4864.1,x
2015,"Webequie, Ontario","Total, passengers enplaned and deplaned",v65780302,4864.1,x
2010,"Webequie, Ontario",Passengers enplaned,v65780303,4864.2,x
2011,"Webequie, Ontario",Passengers enplaned,v65780303,4864.2,x
2012,"Webequie, Ontario",Passengers enplaned,v65780303,4864.2,x
2013,"Webequie, Ontario",Passengers enplaned,v65780303,4864.2,x
2014,"Webequie, Ontario",Passengers enplaned,v65780303,4864.2,x
2015,"Webequie, Ontario",Passengers enplaned,v65780303,4864.2,x
2010,"Webequie, Ontario",Passengers deplaned,v65780304,4864.3,x
2011,"Webequie, Ontario",Passengers deplaned,v65780304,4864.3,x
2012,"Webequie, Ontario",Passengers deplaned,v65780304,4864.3,x
2013,"Webequie, Ontario",Passengers deplaned,v65780304,4864.3,x
2014,"Webequie, Ontario",Passengers deplaned,v65780304,4864.3,x
2015,"Webequie, Ontario",Passengers deplaned,v65780304,4864.3,x
2010,"Webequie, Ontario","Total, passenger sector",v65780305,4864.4,x
2011,"Webequie, Ontario","Total, passenger sector",v65780305,4864.4,x
2012,"Webequie, Ontario","Total, passenger sector",v65780305,4864.4,x
2013,"Webequie, Ontario","Total, passenger sector",v65780305,4864.4,x
2014,"Webequie, Ontario","Total, passenger sector",v65780305,4864.4,x
2015,"Webequie, Ontario","Total, passenger sector",v65780305,4864.4,x
2010,"Webequie, Ontario",Domestic sector,v65780306,4864.5,x
2011,"Webequie, Ontario",Domestic sector,v65780306,4864.5,x
2012,"Webequie, Ontario",Domestic sector,v65780306,4864.5,x
2013,"Webequie, Ontario",Domestic sector,v65780306,4864.5,x
2014,"Webequie, Ontario",Domestic sector,v65780306,4864.5,x
2015,"Webequie, Ontario",Domestic sector,v65780306,4864.5,x
2010,"Webequie, Ontario",Transborder sector,v65780307,4864.6,0.0
2011,"Webequie, Ontario",Transborder sector,v65780307,4864.6,0.0
2012,"Webequie, Ontario",Transborder sector,v65780307,4864.6,0.0
2013,"Webequie, Ontario",Transborder sector,v65780307,4864.6,0.0
2014,"Webequie, Ontario",Transborder sector,v65780307,4864.6,0.0
2015,"Webequie, Ontario",Transborder sector,v65780307,4864.6,0.0
2010,"Webequie, Ontario",Other International sector,v65780308,4864.7,0.0
2011,"Webequie, Ontario",Other International sector,v65780308,4864.7,0.0
2012,"Webequie, Ontario",Other International sector,v65780308,4864.7,0.0
2013,"Webequie, Ontario",Other International sector,v65780308,4864.7,0.0
2014,"Webequie, Ontario",Other International sector,v65780308,4864.7,0.0
2015,"Webequie, Ontario",Other International sector,v65780308,4864.7,0.0
2010,"Webequie, Ontario",Passenger flights,v65780309,4864.8,x
2011,"Webequie, Ontario",Passenger flights,v65780309,4864.8,x
2012,"Webequie, Ontario",Passenger flights,v65780309,4864.8,x
2013,"Webequie, Ontario",Passenger flights,v65780309,4864.8,x
2014,"Webequie, Ontario",Passenger flights,v65780309,4864.8,x
2015,"Webequie, Ontario",Passenger flights,v65780309,4864.8,x
2010,"Wiarton, Ontario","Total, passengers enplaned and deplaned",v65780462,5015.1,x
2011,"Wiarton, Ontario","Total, passengers enplaned and deplaned",v65780462,5015.1,x
2012,"Wiarton, Ontario","Total, passengers enplaned and deplaned",v65780462,5015.1,0.0
2013,"Wiarton, Ontario","Total, passengers enplaned and deplaned",v65780462,5015.1,x
2014,"Wiarton, Ontario","Total, passengers enplaned and deplaned",v65780462,5015.1,x
2015,"Wiarton, Ontario","Total, passengers enplaned and deplaned",v65780462,5015.1,0.0
2010,"Wiarton, Ontario",Passengers enplaned,v65780463,5015.2,x
2011,"Wiarton, Ontario",Passengers enplaned,v65780463,5015.2,x
2012,"Wiarton, Ontario",Passengers enplaned,v65780463,5015.2,0.0
2013,"Wiarton, Ontario",Passengers enplaned,v65780463,5015.2,x
2014,"Wiarton, Ontario",Passengers enplaned,v65780463,5015.2,x
2015,"Wiarton, Ontario",Passengers enplaned,v65780463,5015.2,0.0
2010,"Wiarton, Ontario",Passengers deplaned,v65780464,5015.3,0.0
2011,"Wiarton, Ontario",Passengers deplaned,v65780464,5015.3,x
2012,"Wiarton, Ontario",Passengers deplaned,v65780464,5015.3,0.0
2013,"Wiarton, Ontario",Passengers deplaned,v65780464,5015.3,x
2014,"Wiarton, Ontario",Passengers deplaned,v65780464,5015.3,x
2015,"Wiarton, Ontario",Passengers deplaned,v65780464,5015.3,0.0
2010,"Wiarton, Ontario","Total, passenger sector",v65780465,5015.4,x
2011,"Wiarton, Ontario","Total, passenger sector",v65780465,5015.4,x
2012,"Wiarton, Ontario","Total, passenger sector",v65780465,5015.4,0.0
